"id","fecha","razon_uso","clave","descripcion","lugar_de_uso","monto","id_viaje","grupo_viaje","periodo_fact_c_diaria"
A008682,2021-10-14,P.VIAJE,transporte,transporte_6,P.VIAJE2,-14458.5,V088,G061,202110
A004892,2019-03-24,P.VIAJE,transporte,transporte_3,P.VIAJE10,-9331.035,V052,G036,201903
A013944,2024-04-20,P.VIAJE,deuda,deuda: nombre_14,P.VIAJE6,-19497.135000000002,V123,G075,202404
A009769,2022-07-20,P.VIAJE,consumible,consumible_8150,P.VIAJE10,-5928.0,V088,G061,202207
A015654,2025-04-13,P.VIAJE,regalo,regalo: nombre_9,P.VIAJE7,-26020.5,V143,G081,202504
A013243,2024-01-13,P.VIAJE,necesidad,necesidad_20,P.VIAJE1,-166985.95500000002,V116,G075,202401
A003679,2018-05-06,P.VIAJE,consumible,consumible_9706,P.VIAJE4,-1204.5,V045,G029,201805
A005022,2019-04-18,P.VIAJE,consumible,consumible_8480,P.VIAJE10,-7197.0,V055,G038,201904
A009774,2022-07-20,P.VIAJE,recreacion,recreacion_20,P.VIAJE9,-4715.4,V088,G061,202207
A014261,2024-05-03,P.VIAJE,deuda,deuda: nombre_13,P.VIAJE10,14837.07,V122,G075,202405
A004824,2019-03-16,P.VIAJE,consumible,consumible_10538,P.VIAJE2,-3301.875,V051,G035,201903
A015455,2025-02-17,P.VIAJE,deuda,deuda: nombre_20,P.VIAJE10,-95392.5,V143,G081,202502
A013816-1,2024-04-12,P.VIAJE,deuda,deuda: nombre_20,P.VIAJE1,-5635.7775,V119,G075,202404
A013086,2023-12-19,P.VIAJE,hogar,hogar_5144,P.VIAJE6,-4870.5,V113,G072,202312
A002812,2017-10-08,P.VIAJE,consumible,consumible_7233,P.VIAJE7,-1839.0,V026,G020,201710
A005727,2019-09-23,P.VIAJE,recreacion,recreacion_9,P.VIAJE8,-7197.0,V067,G046,201909
A013117,2023-12-26,P.VIAJE,hogar,hogar_5017,P.VIAJE3,-6703.5,V113,G072,202312
A011014,2022-12-17,P.VIAJE,consumible,consumible_8505,P.VIAJE5,-20874.0,V100,G066,202212
A004024,2018-07-24,RECREACION,consumible,consumible_9536,RECREACION4,-2332.5,V048,G032,201807
A013815,2024-04-12,P.VIAJE,consumible,consumible_10641,P.VIAJE9,-8763.51,V119,G075,202404
A013006,2023-12-01,P.VIAJE,consumible,consumible_7169,P.VIAJE1,-3425.25,V110,G072,202312
A006547,2020-03-16,P.VIAJE,consumible,consumible_6897,P.VIAJE3,-2050.5,V078,G052,202003
A004977,2019-04-08,P.VIAJE,transporte,transporte_12,P.VIAJE4,-34833.0,V055,G038,201904
A013940,2024-04-20,P.VIAJE,regalo,regalo: nombre_20,P.VIAJE1,-1387.8000000000002,V123,G075,202404
A003066,2017-11-26,P.VIAJE,transporte,transporte_16,P.VIAJE2,-2149.2,V034,G022,201711
A005406,2019-06-29,P.VIAJE,consumible,consumible_7254,P.VIAJE6,3519.0,V062,G043,201906
A004906,2019-03-25,P.VIAJE,transporte,transporte_14,P.VIAJE10,-288.0,V052,G036,201903
A001082,2016-06-05,P.VIAJE,consumible,consumible_9516,P.VIAJE4,-3601.5,V010,G009,201606
A002024,2017-03-20,P.VIAJE,gustos,gustos_5534,P.VIAJE6,-6421.5,V022,G016,201703
A015598,2025-03-31,P.VIAJE,consumible,consumible_7251,P.VIAJE9,-499.5,V142,G080,202503
A005837,2019-10-04,P.VIAJE,evento,evento_5643,P.VIAJE7,-4941.0,V067,G046,201910
A005782,2019-09-29,P.VIAJE,consumible,consumible_8324,P.VIAJE6,-11850.0,V065,G046,201909
A014007,2024-04-25,P.VIAJE,recreacion,recreacion_1,P.VIAJE5,-4014.63,V132,G075,202404
A005814,2019-10-02,P.VIAJE,consumible,consumible_8321,P.VIAJE9,-15516.0,V065,G046,201910
A005715,2019-09-21,P.VIAJE,consumible,consumible_10836,P.VIAJE4,-1557.0,V064,G045,201909
A001950,2017-03-14,P.VIAJE,consumible,consumible_9503,P.VIAJE7,-640.5,V020,G016,201703
A013766-1,2024-04-09,P.VIAJE,deuda,deuda: nombre_7,P.VIAJE10,-7545.2699999999995,V115,G075,202404
A012612,2023-09-23,P.VIAJE,consumible,consumible_11276,P.VIAJE4,-2614.5,V109,G071,202309
A003394,2018-02-17,P.VIAJE,consumible,consumible_6864,P.VIAJE6,-922.5,V043,G027,201802
A002972,2017-11-09,P.VIAJE,regalo,regalo: nombre_16,P.VIAJE1,-707.4749999999999,V031,G022,201711
A001999,2017-03-18,P.VIAJE,gustos,gustos_5528,P.VIAJE2,-19209.495,V021,G016,201703
A001695,2016-12-23,P.VIAJE,consumible,consumible_10562,P.VIAJE8,-1416.0,V017,G014,201612
A012628,2023-09-23,P.VIAJE,recreacion,recreacion_16,P.VIAJE8,-3531.0,V109,G071,202309
A002854,2017-10-19,P.VIAJE,evento,evento_5665,P.VIAJE5,-3178.5,V027,G021,201710
A003799,2018-06-01,P.VIAJE,necesidad,necesidad_15,P.VIAJE10,202577.86500000002,V047,G031,201806
A005840,2019-10-04,P.VIAJE,consumible,consumible_7635,P.VIAJE5,-12484.5,V067,G046,201910
A014243,2024-05-03,P.VIAJE,deuda,deuda: nombre_13,P.VIAJE2,1275.69,V122,G075,202405
A015927,2025-07-07,P.VIAJE,consumible,consumible_9788,P.VIAJE2,-2332.5,V147,G082,202507
A009461,2022-05-14,P.VIAJE,consumible,consumible_8471,P.VIAJE9,-14811.0,V086,G059,202205
A005752,2019-09-28,P.VIAJE,evento,evento_5728,P.VIAJE2,-711.0,V065,G046,201909
A011934,2023-05-30,P.VIAJE,regalo,regalo: nombre_9,P.VIAJE8,-10510.5,V101,G067,202305
A005725,2019-09-22,P.VIAJE,recreacion,recreacion_11,P.VIAJE6,-711.0,V064,G045,201909
A005403,2019-06-29,P.VIAJE,regalo,regalo: nombre_5,P.VIAJE1,-640.5,V062,G043,201906
A015895,2025-07-04,P.VIAJE,transporte,transporte_14,P.VIAJE3,-24681.0,V144,G082,202507
A009503,2022-05-19,P.VIAJE,evento,evento_5639,P.VIAJE1,-1416.0,V086,G059,202205
A013594,2024-03-13,P.VIAJE,deuda,deuda: nombre_11,P.VIAJE3,-16758.915,V131,G075,202403
A005358,2019-06-21,P.VIAJE,consumible,consumible_10872,P.VIAJE8,-3178.5,V061,G042,201906
A014220,2024-05-03,P.VIAJE,deuda,deuda: nombre_4,P.VIAJE9,874.545,V119,G075,202405
A013885,2024-04-17,P.VIAJE,deuda,deuda: nombre_4,P.VIAJE2,-14485.289999999999,V122,G075,202404
A009474,2022-05-16,P.VIAJE,consumible,consumible_8293,P.VIAJE7,-5646.0,V086,G059,202205
A009617,2022-06-14,P.VIAJE,regalo,regalo: nombre_9,P.VIAJE1,-17631.0,V087,G060,202206
A015925,2025-07-06,P.VIAJE,regalo,regalo: nombre_13,P.VIAJE5,-3531.0,V147,G082,202507
A013914,2024-04-19,P.VIAJE,transporte,transporte_5,P.VIAJE10,-5555.76,V122,G075,202404
A013216,2024-01-12,P.VIAJE,deuda,deuda: nombre_19,P.VIAJE8,-118587.0,V122,G075,202401
A007218,2020-09-19,P.VIAJE,consumible,consumible_11601,P.VIAJE9,-2297.25,V080,G053,202009
A003605,2018-04-22,P.VIAJE,deuda,deuda: nombre_1,P.VIAJE2,-35256.0,V045,G029,201804
A010195,2022-08-21,P.VIAJE,transporte,transporte_2,P.VIAJE4,-5409.12,V093,G062,202208
A015891,2025-07-02,P.VIAJE,consumible,consumible_8095,P.VIAJE5,-20803.5,V144,G082,202507
A013780-1,2024-04-09,P.VIAJE,deuda,deuda: nombre_5,P.VIAJE1,-2883.4575,V116,G075,202404
A013565,2024-03-12,P.VIAJE,evento,evento_5788,P.VIAJE2,-20826.06,V122,G075,202403
A002353,2017-06-12,P.VIAJE,recreacion,recreacion_14,P.VIAJE4,-15163.5,V023,G017,201706
A013775,2024-04-09,P.VIAJE,consumible,consumible_10657,P.VIAJE3,-627.8100000000001,V116,G075,202404
A013709,2024-04-02,P.VIAJE,deuda,deuda: nombre_12,P.VIAJE1,20814.06,V122,G075,202404
A011036,2022-12-22,P.VIAJE,recreacion,recreacion_13,P.VIAJE8,-3531.0,V100,G066,202212
A015647,2025-04-12,P.VIAJE,consumible,consumible_8180,P.VIAJE10,-8748.0,V143,G081,202504
A003676,2018-05-05,P.VIAJE,gustos,gustos_5548,P.VIAJE2,-7056.0,V045,G029,201805
A009666,2022-06-25,P.VIAJE,necesidad,necesidad_2,P.VIAJE10,-2649.75,V087,G060,202206
A011037,2022-12-23,P.VIAJE,gustos,gustos_5591,P.VIAJE9,-103725.6,V100,G066,202212
A013959,2024-04-21,P.VIAJE,deuda,deuda: nombre_7,P.VIAJE6,-17170.635,V125,G075,202404
A003023,2017-11-18,P.VIAJE,consumible,consumible_8561,P.VIAJE9,-3231.375,V032,G022,201711
A001774,2017-01-21,P.VIAJE,consumible,consumible_9716,P.VIAJE4,-6280.5,V018,G015,201701
A009766,2022-07-20,P.VIAJE,consumible,consumible_11746,P.VIAJE4,-11215.5,V088,G061,202207
A003005,2017-11-13,P.VIAJE,consumible,consumible_11037,P.VIAJE3,-1848.8700000000001,V031,G022,201711
A005573,2019-08-15,P.VIAJE,transporte,transporte_20,P.VIAJE3,-164905.5,V065,G046,201908
A006075,2019-11-16,RECREACION,consumible,consumible_12214,RECREACION6,-1169.25,V071,G048,201911
A014133,2024-05-03,P.VIAJE,deuda,deuda: nombre_16,P.VIAJE1,15781.77,V122,G075,202405
A001658,2016-12-15,LIBRE,consumible,consumible_3123,LIBRE6,-1028.25,V015,G013,201612
A004893,2019-03-24,P.VIAJE,evento,evento_5655,P.VIAJE5,-1416.0,V052,G036,201903
A003063,2017-11-25,P.VIAJE,consumible,consumible_9905,P.VIAJE5,-11795.01,V034,G022,201711
A002799,2017-10-07,P.VIAJE,consumible,consumible_10596,P.VIAJE4,-711.0,V026,G020,201710
A013807-1,2024-04-11,P.VIAJE,deuda,deuda: nombre_13,P.VIAJE3,-6281.5575,V118,G075,202404
A008720,2021-10-23,P.VIAJE,consumible,consumible_10532,P.VIAJE8,-3523.95,V083,G056,202110
A006540,2020-03-15,P.VIAJE,consumible,consumible_8315,P.VIAJE5,-7761.0,V078,G052,202003
A011093,2023-01-08,P.VIAJE,recreacion,recreacion: nombre_10,P.VIAJE2,-9876.0,V100,G066,202301
A007195,2020-09-16,P.VIAJE,consumible,consumible_8477,P.VIAJE3,-27924.0,V079,G053,202009
A004480,2018-12-13,RECREACION,consumible,consumible_10728,RECREACION2,-12696.0,V050,G034,201812
A002298,2017-06-10,P.VIAJE,necesidad,necesidad_17,P.VIAJE2,-77556.0,V023,G017,201706
A006297,2019-12-31,P.VIAJE,transporte,transporte_3,P.VIAJE6,-5572.539,V075,G050,201912
A005835,2019-10-03,P.VIAJE,consumible,consumible_7870,P.VIAJE10,-1275.0,V067,G046,201910
A015916,2025-07-05,P.VIAJE,regalo,regalo_8,P.VIAJE7,-1980.0,V145,G082,202507
A010512,2022-10-01,P.VIAJE,transporte,transporte_2,P.VIAJE10,-5755.275,V095,G064,202210
A005298,2019-06-14,P.VIAJE,consumible,consumible_8425,P.VIAJE5,-1486.5,V061,G042,201906
A014617,2024-07-18,P.VIAJE,consumible,consumible_11939,P.VIAJE1,-2896.5,V134,G076,202407
A013990,2024-04-24,P.VIAJE,consumible,consumible_8413,P.VIAJE7,-3228.555,V129,G075,202404
A013858,2024-04-15,P.VIAJE,deuda,deuda: nombre_4,P.VIAJE2,-5035.47,V121,G075,202404
A004983,2019-04-10,RECREACION,transporte,transporte: nombre_9,RECREACION6,8806.5,V053,G037,201904
A011076,2023-01-04,P.VIAJE,consumible,consumible_10620,P.VIAJE10,-7056.0,V100,G066,202301
A005717,2019-09-21,P.VIAJE,deuda,deuda: nombre_6,P.VIAJE5,-31027.41,V064,G045,201909
A004819,2019-03-16,P.VIAJE,deuda,deuda: nombre_8,P.VIAJE9,3289.875,V051,G035,201903
A006517,2020-03-13,P.VIAJE,consumible,consumible_8230,P.VIAJE10,-1980.0,V078,G052,202003
A013803,2024-04-11,P.VIAJE,deuda,deuda: nombre_15,P.VIAJE10,-15066.914999999999,V117,G075,202404
A011065,2023-01-01,P.VIAJE,consumible,consumible_10689,P.VIAJE1,-6703.5,V100,G066,202301
A013861,2024-04-15,P.VIAJE,consumible,consumible_11068,P.VIAJE2,-11321.955,V121,G075,202404
A010187,2022-08-20,P.VIAJE,consumible,consumible_9729,P.VIAJE1,-4729.5,V092,G062,202208
A009005,2021-12-23,P.VIAJE,regalo,regalo: nombre_2,P.VIAJE10,-10581.0,V085,G058,202112
A007144-2,2020-09-05,P.VIAJE,deuda,deuda: nombre_5,P.VIAJE8,-27501.0,V080,G053,202009
A004826,2019-03-17,P.VIAJE,necesidad,necesidad_1,P.VIAJE2,-27862.7355,V051,G035,201903
A010837,2022-11-17,P.VIAJE,transporte,transporte_19,P.VIAJE4,-711.0,V099,G065,202211
A009670,2022-06-26,P.VIAJE,recreacion,recreacion_20,P.VIAJE7,-1169.25,V087,G060,202206
A005945,2019-10-22,RECREACION,deuda,deuda: nombre_2,RECREACION5,-1239.75,V068,G047,201910
A002345,2017-06-12,INGRESO,actividad,actividad_10,INGRESO10,-66981.0,V023,G017,201706
A000215,2015-08-08,P.VIAJE,consumible,consumible_7930,P.VIAJE10,-10581.0,V002,G002,201508
A011071,2023-01-03,P.VIAJE,manualidad,manualidad_14,P.VIAJE7,-13753.5,V100,G066,202301
A007209,2020-09-17,P.VIAJE,necesidad,necesidad_1,P.VIAJE7,-1416.0,V079,G053,202009
A010551,2022-10-06,P.VIAJE,transporte,transporte_5,P.VIAJE4,-1768.5,V098,G064,202210
A005943,2019-10-22,RECREACION,deuda,deuda: nombre_18,RECREACION3,-2121.0,V068,G047,201910
A006293,2019-12-31,P.VIAJE,gustos,gustos_5424,P.VIAJE6,-9525.192000000001,V075,G050,201912
A002859,2017-10-19,P.VIAJE,recreacion,recreacion_11,P.VIAJE9,-1839.0,V027,G021,201710
A013882-1,2024-04-16,P.VIAJE,deuda,deuda: nombre_19,P.VIAJE10,-576.345,V122,G075,202404
A015900,2025-07-05,P.VIAJE,consumible,consumible_8000,P.VIAJE10,-20451.0,V145,G082,202507
A013925-1,2024-04-19,P.VIAJE,deuda,deuda: nombre_18,P.VIAJE2,-687.3824999999999,V123,G075,202404
A009805,2022-07-23,P.VIAJE,consumible,consumible_7863,P.VIAJE7,-852.0,V088,G061,202207
A004823,2019-03-16,P.VIAJE,consumible,consumible_10438,P.VIAJE2,-11871.15,V051,G035,201903
A013646,2024-03-27,P.VIAJE,deuda,deuda: nombre_10,P.VIAJE2,-4165.5,V114,G074,202403
A010540,2022-10-04,P.VIAJE,consumible,consumible_7208,P.VIAJE2,-1768.5,V097,G064,202210
A004320,2018-10-25,LIBRE,consumible,consumible_2314,LIBRE5,-1768.5,V049,G033,201810
A011886,2023-05-17,P.VIAJE,consumible,consumible_9651,P.VIAJE9,-12625.5,V101,G067,202305
A003729,2018-05-17,P.VIAJE,evento,evento_5730,P.VIAJE10,-103641.0,V047,G031,201805
A003604,2018-04-22,P.VIAJE,necesidad,necesidad_16,P.VIAJE5,-30109.5,V045,G029,201804
A002894,2017-10-22,P.VIAJE,consumible,consumible_10775,P.VIAJE5,-2826.0,V028,G021,201710
A001941-1,2017-03-13,P.VIAJE,deuda,deuda: nombre_10,P.VIAJE8,-69801.0,V020,G016,201703
A003921,2018-06-24,P.VIAJE,consumible,consumible_9317,P.VIAJE3,-11991.0,V047,G031,201806
A001701,2016-12-24,P.VIAJE,transporte,transporte_15,P.VIAJE2,-7056.0,V017,G014,201612
A011064,2023-01-01,P.VIAJE,regalo,regalo: nombre_3,P.VIAJE7,-6703.5,V100,G066,202301
A008633,2021-10-05,P.VIAJE,regalo,regalo: nombre_8,P.VIAJE6,-8832.6,V084,G057,202110
A008737,2021-10-29,P.VIAJE,regalo,regalo: nombre_16,P.VIAJE1,-6139.5,V084,G057,202110
A013951,2024-04-20,P.VIAJE,consumible,consumible_7123,P.VIAJE7,-5852.9175000000005,V123,G075,202404
A005748,2019-09-27,P.VIAJE,consumible,consumible_8366,P.VIAJE4,-1345.5,V065,G046,201909
A009770,2022-07-20,P.VIAJE,consumible,consumible_11742,P.VIAJE8,-1486.5,V088,G061,202207
A002909,2017-10-23,P.VIAJE,transaccion,transaccion_10,P.VIAJE2,-823.8,V029,G021,201710
A014148,2024-05-03,P.VIAJE,deuda,deuda: nombre_20,P.VIAJE7,6491.28,V123,G075,202405
A000263,2015-08-29,P.VIAJE,transporte,transporte_18,P.VIAJE10,-8113.5,V003,G002,201508
A012600,2023-09-20,P.VIAJE,consumible,consumible_7681,P.VIAJE9,-4905.75,V109,G071,202309
A013687,2024-04-02,P.VIAJE,deuda,deuda: nombre_11,P.VIAJE9,32161.739999999998,V119,G075,202404
A012619,2023-09-23,P.VIAJE,consumible,consumible_9598,P.VIAJE2,-768.8100000000001,V109,G071,202309
A011015,2022-12-17,P.VIAJE,consumible,consumible_10679,P.VIAJE1,-3566.25,V100,G066,202212
A003895,2018-06-22,P.VIAJE,recreacion,recreacion_2,P.VIAJE7,-4236.0,V047,G031,201806
A014731,2024-08-11,P.VIAJE,regalo,regalo: nombre_3,P.VIAJE6,-1204.5,V139,G077,202408
A000037,2015-05-11,P.VIAJE,transporte,transporte_16,P.VIAJE7,-137692.5,V005,G004,201505
A014256,2024-05-03,P.VIAJE,deuda,deuda: nombre_2,P.VIAJE5,2204.88,V122,G075,202405
A011951,2023-06-02,P.VIAJE,regalo,regalo: nombre_5,P.VIAJE10,-176256.0,V102,G067,202306
A001395,2016-09-18,P.VIAJE,transporte,transporte_16,P.VIAJE4,-14106.0,V012,G010,201609
A002336,2017-06-12,P.VIAJE,transporte,transporte_7,P.VIAJE3,-9109.664999999999,V023,G017,201706
A015584,2025-03-29,P.VIAJE,consumible,consumible_9909,P.VIAJE1,-3531.0,V142,G080,202503
A014036,2024-04-27,P.VIAJE,transporte,transporte_20,P.VIAJE4,-9382.5,V133,G075,202404
A003055,2017-11-25,P.VIAJE,regalo,regalo_14,P.VIAJE10,-220.32,V034,G022,201711
A013991,2024-04-24,P.VIAJE,consumible,consumible_8410,P.VIAJE10,-2886.2774999999997,V129,G075,202404
A005400,2019-06-29,P.VIAJE,consumible,consumible_7927,P.VIAJE3,-7056.0,V062,G043,201906
A005568,2019-08-10,P.VIAJE,consumible,consumible_8029,P.VIAJE1,-9805.5,V063,G044,201908
A013894,2024-04-17,P.VIAJE,necesidad,necesidad_9,P.VIAJE8,-1377.225,V122,G075,202404
A013706,2024-04-02,P.VIAJE,deuda,deuda: nombre_12,P.VIAJE8,28621.5825,V122,G075,202404
A003655,2018-05-03,P.VIAJE,consumible,consumible_10558,P.VIAJE2,-2438.25,V045,G029,201805
A002571,2017-08-05,P.VIAJE,consumible,consumible_9495,P.VIAJE5,-1204.5,V025,G019,201708
A014008,2024-04-26,P.VIAJE,transporte,transporte_9,P.VIAJE4,-3541.575,V132,G075,202404
A014151,2024-05-03,P.VIAJE,deuda,deuda: nombre_1,P.VIAJE10,3242.64,V124,G075,202405
A010285,2022-08-30,P.VIAJE,evento,evento_5911,P.VIAJE9,-61711.125,V094,G063,202208
A010189,2022-08-20,P.VIAJE,recreacion,recreacion_13,P.VIAJE6,-2121.0,V092,G062,202208
A004968,2019-04-07,RECREACION,transporte,transporte_14,RECREACION9,-44779.845,V053,G037,201904
A014271,2024-05-03,P.VIAJE,deuda,deuda: nombre_3,P.VIAJE10,1668.375,V123,G075,202405
A013917,2024-04-19,P.VIAJE,consumible,consumible_10581,P.VIAJE9,-4192.995,V122,G075,202404
A003198,2017-12-20,P.VIAJE,deuda,deuda: nombre_11,P.VIAJE8,-67333.5,V047,G031,201712
A009516,2022-05-20,P.VIAJE,recreacion,recreacion_12,P.VIAJE6,-5646.0,V086,G059,202205
A014169,2024-05-03,P.VIAJE,deuda,deuda: nombre_13,P.VIAJE9,9766.710000000001,V131,G075,202405
A013862,2024-04-16,P.VIAJE,recreacion,recreacion_14,P.VIAJE8,-1387.8000000000002,V121,G075,202404
A010304,2022-09-03,P.VIAJE,consumible,consumible_10939,P.VIAJE1,-2050.5,V094,G063,202209
A001083,2016-06-05,P.VIAJE,consumible,consumible_11130,P.VIAJE10,-1980.0,V010,G009,201606
A011060,2022-12-31,P.VIAJE,consumible,consumible_8698,P.VIAJE2,-4165.5,V100,G066,202212
A010323,2022-09-04,P.VIAJE,transporte,transporte_7,P.VIAJE6,-358.5,V094,G063,202209
A001392,2016-09-17,P.VIAJE,regalo,regalo: nombre_11,P.VIAJE1,-7061.64,V011,G010,201609
A006273,2019-12-28,P.VIAJE,deuda,deuda: nombre_18,P.VIAJE5,-53348.415,V074,G050,201912
A005407,2019-06-29,P.VIAJE,consumible,consumible_11615,P.VIAJE5,-6351.0,V062,G043,201906
A006165,2019-12-06,P.VIAJE,deuda,deuda: nombre_5,P.VIAJE1,165669.0,V078,G052,201912
A013759,2024-04-07,P.VIAJE,transporte,transporte_3,P.VIAJE1,-21720.0,V115,G075,202404
A015651,2025-04-13,P.VIAJE,recreacion,recreacion_20,P.VIAJE8,-26020.5,V143,G081,202504
A010180,2022-08-20,P.VIAJE,evento,evento_5638,P.VIAJE2,-2826.0,V090,G062,202208
A010181,2022-08-20,P.VIAJE,regalo,regalo: nombre_3,P.VIAJE10,-2826.0,V090,G062,202208
A001940,2017-03-13,P.VIAJE,transporte,transporte_1,P.VIAJE3,-128034.0,V020,G016,201703
A013151,2024-01-07,P.VIAJE,consumible,consumible_10382,P.VIAJE8,-6985.5,V113,G072,202401
A003142,2017-12-09,P.VIAJE,evento,evento_5862,P.VIAJE8,-15516.0,V038,G024,201712
A008564,2021-09-13,P.VIAJE,transporte,"4.transporte_4",P.VIAJE8,-129125.34,V084,G057,202109
A003034,2017-11-19,P.VIAJE,recreacion,recreacion_4,P.VIAJE2,-12906.09,V034,G022,201711
A011010,2022-12-17,P.VIAJE,hogar,hogar_5025,P.VIAJE5,-2325.45,V100,G066,202212
A006102,2019-11-25,P.VIAJE,deuda,deuda: nombre_4,P.VIAJE10,-165557.625,V078,G052,201911
A014645,2024-07-27,P.VIAJE,hogar,hogar_5082,P.VIAJE8,-8113.5,V138,G076,202407
A007994,2021-04-18,P.VIAJE,consumible,consumible_10313,P.VIAJE7,-1521.75,V081,G054,202104
A005708,2019-09-21,P.VIAJE,consumible,consumible_9922,P.VIAJE8,-629.925,V064,G045,201909
A001435,2016-09-24,P.VIAJE,necesidad,necesidad_4,P.VIAJE1,-14074.275000000001,V013,G011,201609
A014258,2024-05-03,P.VIAJE,deuda,deuda: nombre_3,P.VIAJE7,10706.474999999999,V122,G075,202405
A002577,2017-08-05,P.VIAJE,consumible,consumible_11904,P.VIAJE6,-2121.0,V025,G019,201708
A005842,2019-10-04,P.VIAJE,consumible,consumible_10890,P.VIAJE10,-6985.5,V067,G046,201910
A003661,2018-05-04,P.VIAJE,consumible,consumible_7589,P.VIAJE1,-4941.0,V045,G029,201805
A002623,2017-08-31,P.VIAJE,deuda,deuda: nombre_16,P.VIAJE8,-45302.25,V026,G020,201708
A004481,2018-12-13,RECREACION,consumible,consumible_10237,RECREACION3,-3531.0,V050,G034,201812
A013798,2024-04-10,P.VIAJE,deuda,deuda: nombre_14,P.VIAJE7,-88262.12999999999,V116,G075,202404
A008647,2021-10-09,P.VIAJE,deuda,deuda: nombre_17,P.VIAJE3,-271636.86,V084,G057,202110
A010179,2022-08-20,P.VIAJE,consumible,consumible_10667,P.VIAJE3,-10581.0,V090,G062,202208
A013356,2024-02-05,P.VIAJE,deuda,deuda: nombre_20,P.VIAJE9,166973.95500000002,V116,G075,202402
A009475,2022-05-16,P.VIAJE,regalo,regalo: nombre_6,P.VIAJE10,-5646.0,V086,G059,202205
A002985,2017-11-11,P.VIAJE,deuda,deuda_6149,P.VIAJE1,-2121.0,V030,G022,201711
A004762,2019-03-08,P.VIAJE,evento,evento_5861,P.VIAJE9,-72903.0,V065,G046,201903
A012365,2023-08-03,P.VIAJE,consumible,consumible_10378,P.VIAJE2,-5646.0,V107,G069,202308
A014247,2024-05-03,P.VIAJE,deuda,deuda: nombre_17,P.VIAJE6,1807.6125000000002,V122,G075,202405
A009507,2022-05-19,P.VIAJE,recreacion,recreacion_10,P.VIAJE3,-3742.5,V086,G059,202205
A005343,2019-06-17,P.VIAJE,consumible,consumible_8497,P.VIAJE3,-1416.0,V061,G042,201906
A002297,2017-06-10,P.VIAJE,consumible,consumible_9468,P.VIAJE2,-5208.9,V023,G017,201706
A013107,2023-12-23,P.VIAJE,invitacion,invitacion: nombre_1,P.VIAJE10,-3531.0,V113,G072,202312
A014110,2024-05-03,P.VIAJE,deuda,deuda: nombre_8,P.VIAJE8,1501.9950000000001,V119,G075,202405
A003648,2018-05-03,P.VIAJE,gustos,gustos_5191,P.VIAJE9,-8395.5,V045,G029,201805
A002865,2017-10-20,P.VIAJE,consumible,consumible_9493,P.VIAJE7,-993.0,V027,G021,201710
A012608,2023-09-23,P.VIAJE,transporte,transporte_17,P.VIAJE3,-1063.5,V109,G071,202309
A004684,2019-02-10,P.VIAJE,evento,evento_5856,P.VIAJE4,-41495.25,V052,G036,201902
A003002,2017-11-12,P.VIAJE,consumible,consumible_7040,P.VIAJE10,-1129.77,V031,G022,201711
A015644,2025-04-12,P.VIAJE,consumible,consumible_11822,P.VIAJE8,-3460.5,V143,G081,202504
A003660,2018-05-04,P.VIAJE,transporte,transporte_17,P.VIAJE5,-1416.0,V045,G029,201805
A013639,2024-03-27,P.VIAJE,hogar,hogar_5103,P.VIAJE7,-4236.0,V114,G074,202403
A010314,2022-09-03,P.VIAJE,consumible,consumible_10669,P.VIAJE1,-17983.5,V094,G063,202209
A014023,2024-04-26,P.VIAJE,consumible,consumible_10400,P.VIAJE10,-5858.91,V132,G075,202404
A001387,2016-09-17,P.VIAJE,recreacion,recreacion_13,P.VIAJE6,-7056.0,V011,G010,201609
A003141,2017-12-09,P.VIAJE,consumible,consumible_7910,P.VIAJE10,-1275.0,V037,G024,201712
A013125,2023-12-28,P.VIAJE,consumible,consumible_10417,P.VIAJE3,-10581.0,V113,G072,202312
A004841,2019-03-17,P.VIAJE,recreacion,recreacion: nombre_10,P.VIAJE4,-52740.0,V051,G035,201903
A002795,2017-10-07,P.VIAJE,recreacion,recreacion_11,P.VIAJE9,-1416.0,V026,G020,201710
A005637,2019-09-06,P.VIAJE,necesidad,necesidad_19,P.VIAJE3,-2403.0,V064,G045,201909
A005563,2019-08-10,P.VIAJE,regalo,regalo: nombre_18,P.VIAJE4,-1627.5,V063,G044,201908
A006542,2020-03-16,P.VIAJE,transporte,transporte_16,P.VIAJE10,-12612.105,V078,G052,202003
A002338,2017-06-12,P.VIAJE,deuda,deuda: nombre_16,P.VIAJE3,-13753.5,V023,G017,201706
A005700,2019-09-21,P.VIAJE,consumible,consumible_11167,P.VIAJE3,-3605.0249999999996,V064,G045,201909
A008726,2021-10-24,P.VIAJE,consumible,consumible_10236,P.VIAJE4,-2121.0,V083,G056,202110
A013760,2024-04-07,P.VIAJE,consumible,consumible_7492,P.VIAJE8,-5646.0,V115,G075,202404
A003800,2018-06-01,P.VIAJE,necesidad,necesidad_4,P.VIAJE6,-742.7249999999999,V047,G031,201806
A013824-1,2024-04-12,P.VIAJE,deuda,deuda: nombre_19,P.VIAJE8,-1266.8925000000002,V119,G075,202404
A011974,2023-06-06,P.VIAJE,recreacion,recreacion_3,P.VIAJE3,-2473.5,V102,G067,202306
A004813,2019-03-16,P.VIAJE,necesidad,necesidad_14,P.VIAJE4,-4303.821,V051,G035,201903
